point_id,sex,age,age.group,dob,lat,long,region,bread,furniture,footwear,clothing,meal,group,frozen,prank,gum,walkway,foot.cut,class.farce,for.more,sauce.source,one.gone,book.spook,fur.bear,pour.poor,eight.ate,singer.finger,mute.moot,spa.spar,thin.fin,give.it.me,I.done.it,look.at.them,things.what,not.got.it,you.was,neither.me
95,female,44,41 to 60,1969,51.30119376152418,-0.3026141326290749,South East,bap,NA,plimsolls,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,d,d,d,NA,NA,NA
96,male,56,41 to 60,1957,51.44129165010836,-0.21626838455467315,London,roll,NA,pumps,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,c,c,NA,NA,NA
97,female,18,< 20,1996,52.600654436669096,-1.7816056879953241,West Midlands,"cob, roll",sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,same,same,same,a,b,NA,a,NA,a,NA
98,female,25,21 to 40,1988,51.23053440154124,0.40487508246207243,South East,roll,NA,pumps,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,b,b,b,b,NA,NA,NA
99,female,20,< 20,1993,51.391221487168835,-0.03759401761387114,London,roll,NA,plimsolls,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,a,a,c,NA,NA,NA
100,female,20,< 20,1994,52.55991581258537,-1.7416741950863064,West Midlands,cob,settee,NA,trousers,dinner,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,a,b,NA,a,NA,b,NA
101,female,19,< 20,1994,51.35943030233959,-0.1939376934971937,London,roll,NA,plimsolls,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,b,b,b,b,NA,NA,NA
102,male,21,21 to 40,1993,52.54169978940996,-1.7920316085057857,West Midlands,bap,settee,NA,trousers,dinner,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,different,different,c,e,NA,d,NA,d,NA
103,female,43,41 to 60,1971,52.64318083137756,-1.672519994712998,West Midlands,bun,sofa,NA,trousers,tea,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,same,same,different,a,a,NA,c,NA,b,NA
104,female,20,< 20,1993,51.40195002396412,-0.2541317501079811,London,"bap, bun, roll",NA,other (shoes),trousers,dinner,"you, you guys, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,b,c,NA,NA,NA
105,male,48,41 to 60,1966,52.4138756809011,-1.8279132438933978,West Midlands,bap,settee,NA,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,b,c,NA,b,NA,c,NA
106,female,58,41 to 60,1955,51.33805457628405,-0.24916390556066048,South East,bap,NA,plimsolls,trousers,supper,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,b,b,b,NA,NA,NA
107,male,22,21 to 40,1992,52.40014891437275,-1.7730753115761184,West Midlands,"bun, roll",sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,d,NA,b,NA
108,female,61,61 to 80,1952,51.34862494193926,-0.103968411175559,London,bap,NA,plimsolls,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,different,different,don't rhyme,same,different,NA,a,b,b,b,NA,NA,NA
109,male,50,41 to 60,1964,52.2454510401049,-1.9393619662133312,West Midlands,roll,settee,NA,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,b,b,NA,b,NA,c,NA
110,male,49,41 to 60,1965,52.26936668483471,-1.9381353273153192,West Midlands,bread cake,settee,NA,trousers,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,different,a,b,NA,a,NA,b,NA
111,male,40,21 to 40,1974,52.2835513981829,-1.991943245251877,West Midlands,bap,sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,same,different,a,a,NA,a,NA,e,NA
112,female,20,< 20,1993,51.369431563421074,-0.2516601559393458,South East,"bun, roll",NA,plimsolls,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,different,NA,c,c,d,b,NA,NA,NA
113,male,27,21 to 40,1986,51.35294345021712,1.1576356975023148,South East,bun,NA,plimsolls,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,c,c,c,c,NA,NA,NA
114,male,20,< 20,1993,51.45829726856457,-2.5839827342578827,South West,bun,NA,pumps,pants,dinner,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,NA,don't rhyme,rhyme,don't rhyme,different,same,rhyme,different,same,NA,d,a,a,e,NA,NA,NA
115,male,23,21 to 40,1990,51.45774610220332,-0.9395658882058563,South East,roll,NA,plimsolls,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,c,d,c,NA,NA,NA
116,male,21,21 to 40,1992,51.30256290170926,0.5807974064654133,South East,roll,NA,plimsolls,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,b,b,b,NA,NA,NA
117,male,19,< 20,1994,51.366149917253296,-0.4387521058719073,South East,roll,NA,plimsolls,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,d,d,NA,NA,NA
118,female,32,21 to 40,1982,51.41726060464159,-2.322935807682785,South West,bun,sofa,NA,trousers,dinner,yous,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,e,b,NA,c,NA,b,NA
119,male,21,21 to 40,1993,51.433202758475694,-2.3677956072180635,South West,roll,settee,NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,d,NA,a,NA,c,NA
120,male,19,< 20,1994,51.33412593114805,0.061602186515838375,London,roll,NA,plimsolls,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,b,b,b,NA,NA,NA
121,male,72,61 to 80,1942,51.415776417583096,-2.4118715759997813,South West,muffin,"couch, sofa",NA,pants,supper,yous,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,a,NA,c,NA
122,female,21,21 to 40,1993,51.11467947374529,-2.372886570116344,South West,"bap, bun, roll",sofa,NA,trousers,dinner,"you, you lot",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,same,c,d,NA,c,NA,c,NA
123,female,21,21 to 40,1992,51.34512549644971,-0.04487029596044205,London,roll,NA,other (trainers),other (jeans),dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,different,NA,c,c,c,c,NA,NA,NA
124,female,56,41 to 60,1958,51.20770665500881,-2.3193609748262003,South West,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,b,NA,b,NA
125,female,27,21 to 40,1986,51.46468485033229,-0.3596087451533398,London,bun,NA,plimsolls,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,different,NA,d,b,b,d,NA,NA,NA
126,female,75,61 to 80,1939,51.243080717732056,-2.390292779288125,South West,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,different,different,b,b,NA,b,NA,b,NA
127,female,20,< 20,1993,51.35990266339207,-0.22499583467755593,London,barm,NA,pumps,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,b,b,b,NA,NA,NA
128,male,22,21 to 40,1992,51.2032559351766,-2.2781860748096374,South West,bun,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,a,NA,b,NA,a,NA
129,male,63,61 to 80,1950,51.36570867337744,-0.782346681095562,South East,bap,NA,other (tennis shoes),trousers,"dinner, supper",you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,different,NA,a,c,c,c,NA,NA,NA
130,female,42,41 to 60,1972,51.249856188333446,-2.1168055044971785,South West,bap,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,same,c,c,NA,c,NA,c,NA
131,female,35,21 to 40,1978,51.370762120590705,-0.18572641444766655,London,"bap, roll",NA,pumps,trousers,"dinner, tea",you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,b,b,c,NA,NA,NA
132,female,22,21 to 40,1992,51.29267186158418,-2.2305837735988683,South West,"bun, roll",sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,d,NA,a,NA,c,NA
133,female,18,< 20,1996,51.141105194591,-2.776236404879117,South West,roll,sofa,NA,trousers,tea,"you, you guys, you lot",NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
134,male,27,21 to 40,1987,51.34295163209202,-2.3197774599749796,South West,"bap, bun, roll","couch, settee, sofa",NA,trousers,"dinner, supper, tea","you guys, you lot",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,c,d,NA,c,NA,b,NA
135,female,57,41 to 60,1957,51.34884924949304,-2.4711348907950477,South West,bap,"settee, sofa",NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,c,c,NA,c,NA,c,NA
136,female,22,21 to 40,1991,51.35047849963216,-0.4860768750893076,South East,cob,NA,pumps,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,e,d,e,NA,NA,NA
137,male,48,41 to 60,1966,51.32320099021111,-2.3417361872833675,South West,"bap, roll",sofa,NA,trousers,"dinner, tea",you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,c,c,NA,d,NA,d,NA
138,female,54,41 to 60,1959,51.350860149670346,0.4225833765678013,South East,roll,NA,plimsolls,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,b,b,b,b,NA,NA,NA
139,male,32,21 to 40,1981,51.494663274665534,-0.6485592966083328,South East,barm,NA,pumps,pants,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,d,d,b,b,NA,NA,NA
140,male,22,21 to 40,1992,50.97853306677255,-2.709640767679022,South West,roll,"settee, sofa",NA,trousers,"dinner, tea",you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,d,d,NA,d,NA,c,NA
141,female,19,< 20,1994,51.44968365228213,-3.40196074348598,Wales,"bap, bun, roll",NA,daps,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,b,b,d,NA,NA,NA
142,female,66,61 to 80,1948,51.376951927026916,-2.448647467097925,South West,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
143,male,21,21 to 40,1992,51.4113249333715,-1.7219097713684877,South West,roll,NA,plimsolls,trousers,supper,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,c,c,c,c,NA,NA,NA
144,male,19,< 20,1994,51.356290629796234,-1.33209600779283,South East,"bun, roll",NA,pumps,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,d,b,d,NA,NA,NA
145,female,18,< 20,1996,51.17581408052333,-2.5190296761159727,South West,bap,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,a,NA,c,NA,a,NA
146,male,73,61 to 80,1941,51.13690964689576,-2.582091752713445,South West,bap,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,different,same,b,a,NA,a,NA,a,NA
147,female,20,< 20,1993,51.39754882534128,-0.9750923135076047,South East,roll,NA,pumps,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,d,d,d,NA,NA,NA
148,female,20,< 20,1993,51.41303607296966,-0.3107629304625166,London,roll,NA,pumps,trousers,"dinner, supper",you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,d,c,c,NA,NA,NA
149,female,44,41 to 60,1970,51.07938671402141,-2.5862773100946956,South West,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,different,different,d,c,NA,e,NA,e,NA
150,female,22,21 to 40,1991,51.384515236325655,-3.3292822228018335,Wales,"bap, roll",NA,pumps,trousers,"dinner, tea",yous,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,a,c,a,d,NA,NA,NA
151,female,19,< 20,1994,51.40664967434972,0.02990075936301117,London,roll,NA,pumps,trousers,dinner,"you guys, you lot, yous",NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,different,NA,e,b,b,b,NA,NA,NA
152,female,38,21 to 40,1976,53.77280035838374,-2.404248646466719,North West,"bun, tea cake","settee, sofa",NA,"pants, trousers","dinner, tea",you,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,different,different,don't rhyme,different,different,same,b,e,NA,b,NA,b,NA
153,male,21,21 to 40,1992,51.428534824252374,-0.1416251135380349,London,roll,NA,other (trainers),trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,e,c,e,d,NA,NA,NA
154,male,22,21 to 40,1992,53.780048764258474,-2.4784770024596257,North West,tea cake,sofa,NA,pants,tea,"you guys, you lot",NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,rhyme,same,different,don't rhyme,different,different,different,c,c,NA,c,NA,c,NA
155,female,49,41 to 60,1964,51.42461365746992,0.4437961094100991,South East,roll,NA,other (shoes),trousers,dinner,"you, you lot",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,b,b,c,NA,NA,NA
156,female,36,21 to 40,1978,53.76892756571076,-2.1434204835158397,North West,"bap, tea cake",settee,NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,same,different,d,c,NA,c,NA,d,NA
157,female,19,< 20,1994,51.409421838581636,-0.3528593475980316,London,bap,NA,daps,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,different,same,rhyme,different,same,NA,a,c,b,a,NA,NA,NA
158,female,21,21 to 40,1992,51.48628779993148,-0.1999943605410362,London,"bap, tea cake",NA,"plimsolls, pumps",trousers,dinner,"you guys, you lot, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,same,NA,a,e,a,c,NA,NA,NA
159,female,55,41 to 60,1959,53.802370329362674,-2.2770022190145274,North West,tea cake,settee,NA,pants,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,same,same,different,a,d,NA,b,NA,d,NA
160,female,22,21 to 40,1991,51.437182155682315,-0.08129866380760754,London,bap,NA,plimsolls,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,different,same,rhyme,different,same,NA,c,a,d,d,NA,NA,NA
161,male,60,41 to 60,1953,51.43718467990928,0.11760453166292209,London,roll,NA,other (trainers),trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,c,c,NA,NA,NA
162,male,20,< 20,1993,51.43486056362716,-0.0463029851384237,London,roll,NA,plimsolls,trousers,dinner,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,a,a,c,NA,NA,NA
163,male,55,41 to 60,1959,53.72197817104907,-2.224150878944677,North West,tea cake,settee,NA,trousers,dinner,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,different,different,c,c,NA,c,NA,c,NA
164,female,21,21 to 40,1992,51.44421084245022,-0.2793439128444745,London,roll,NA,plimsolls,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,a,c,e,NA,NA,NA
165,male,19,< 20,1994,51.446930424104195,-0.20082202559529017,London,roll,NA,plimsolls,trousers,"dinner, supper","you guys, you lot, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,c,c,NA,NA,NA
166,male,51,41 to 60,1963,53.69423419302797,-2.3313037713040967,North West,tea cake,settee,NA,pants,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,same,same,different,a,a,NA,c,NA,b,NA
167,female,23,21 to 40,1990,51.44145704799801,-0.1275741664028731,London,bap,NA,daps,trousers,dinner,"you, you guys, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,different,don't rhyme,different,same,NA,c,b,b,c,NA,NA,NA
168,male,37,21 to 40,1977,53.72734513906094,-2.312753079233886,North West,roll,sofa,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,a,b,NA,a,NA,a,NA
169,female,21,21 to 40,1992,51.4198070013403,-2.0715958931630185,South West,roll,NA,daps,trousers,"dinner, supper",you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,b,b,b,b,NA,NA,NA
170,male,21,21 to 40,1992,51.4489040955444,-0.33299289356553613,London,roll,NA,plimsolls,trousers,supper,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,d,c,d,NA,NA,NA
171,female,18,< 20,1996,53.71930791063629,-2.348638661653542,North West,bun,sofa,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,same,same,same,a,b,NA,b,NA,c,NA
172,female,81,> 80,1933,53.72373640405971,-2.413661987266996,North West,cob,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,rhyme,different,different,don't rhyme,different,same,different,a,e,NA,a,NA,b,NA
173,female,37,21 to 40,1976,51.45214947319105,-0.96397022150012,South East,bun,NA,plimsolls,trousers,supper,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,d,d,d,NA,NA,NA
174,male,22,21 to 40,1991,51.468705142524534,-2.6311692008150804,South West,"barm, roll",NA,other (shoes),trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,e,e,NA,NA,NA
175,female,59,41 to 60,1955,53.79344272649812,-2.3991990644473895,North West,tea cake,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,different,different,rhyme,different,different,different,e,e,NA,d,NA,e,NA
176,female,25,21 to 40,1988,51.47991560877665,-0.21462606691183023,London,bun,NA,plimsolls,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,d,d,d,NA,NA,NA
177,female,21,21 to 40,1993,53.9814581086139,-2.5748511539480994,North West,tea cake,sofa,NA,trousers,tea,"you guys, you lot",NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,b,b,NA,b,NA,b,NA
178,male,21,21 to 40,1992,51.470127752202586,-0.27516977641728124,London,bun,NA,plimsolls,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,d,d,c,NA,NA,NA
179,female,64,61 to 80,1950,53.89394490643766,-2.524228889674695,North West,tea cake,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,different,different,c,e,NA,c,NA,b,NA
180,female,51,41 to 60,1963,53.91712064399515,-2.462194524329031,North West,tea cake,settee,NA,trousers,tea,other (everyone),NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,same,same,different,b,c,NA,a,NA,a,NA
181,male,28,21 to 40,1985,51.496188533723085,-0.07912494241036461,London,roll,NA,plimsolls,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,b,a,a,b,NA,NA,NA
182,female,42,41 to 60,1972,53.830218943606006,-2.3883399949409005,North West,tea cake,settee,NA,pants,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,same,different,b,c,NA,b,NA,c,NA
